ASV_id	BD28	BD29	BD31	BD45	BD70	BD76	BD77	BD86	BD87	BD88	BD89	BD90	BD91	BD93	BD94	total
ASV_782	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	6
ASV_783	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	6
ASV_784	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	6
ASV_785	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	6
ASV_786	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	6
ASV_787	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	6
ASV_789	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	6
ASV_790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6
ASV_791	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
ASV_792	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
ASV_793	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
ASV_794	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
ASV_795	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
ASV_796	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
ASV_797	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
ASV_798	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5
ASV_799	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5
ASV_801	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5
ASV_802	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5
ASV_803	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	5
ASV_804	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	5
ASV_805	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	5
ASV_806	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	5
ASV_807	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	5
ASV_808	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	5
ASV_809	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	5
ASV_810	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	5
ASV_811	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	5
ASV_812	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	5
ASV_813	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	5
ASV_814	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	5
ASV_815	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	5
ASV_816	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	5
ASV_818	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	5
ASV_819	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	5
ASV_820	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	5
ASV_821	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	5
ASV_822	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	5
ASV_823	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	5
ASV_825	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	5
ASV_826	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	5
ASV_827	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	5
ASV_828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5
ASV_829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5
ASV_830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5
ASV_832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5
ASV_833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5
ASV_834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5
ASV_835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5
ASV_836	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
ASV_837	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
ASV_838	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
ASV_839	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
ASV_840	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
ASV_841	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
ASV_842	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
ASV_844	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4
ASV_845	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4
ASV_846	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4
ASV_847	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4
ASV_848	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4
ASV_851	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4
ASV_852	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	4
ASV_853	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	4
ASV_854	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4
ASV_856	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	4
ASV_857	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	4
ASV_858	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	4
ASV_859	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	4
ASV_861	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	4
ASV_862	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	4
ASV_863	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	4
ASV_866	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	4
ASV_867	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	4
ASV_869	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	4
ASV_871	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	4
ASV_872	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	4
ASV_873	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	4
ASV_874	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	4
ASV_875	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	4
ASV_876	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	4
ASV_877	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	4
ASV_878	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	4
ASV_879	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	4
ASV_880	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4
ASV_881	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4
ASV_882	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4
ASV_883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4
ASV_884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4
ASV_885	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
ASV_886	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
ASV_887	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
ASV_888	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
ASV_889	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
ASV_890	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
ASV_891	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
ASV_893	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
ASV_894	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
ASV_895	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
ASV_896	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
ASV_897	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
ASV_898	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
ASV_899	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
ASV_901	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3
ASV_902	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3
ASV_903	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3
ASV_904	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3
ASV_905	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3
ASV_906	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3
ASV_907	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3
ASV_908	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3
ASV_910	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3
ASV_912	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3
ASV_913	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3
ASV_915	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3
ASV_917	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3
ASV_919	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3
ASV_920	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3
ASV_921	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3
ASV_922	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3
ASV_923	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3
ASV_925	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3
ASV_926	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3
ASV_927	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3
ASV_928	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3
ASV_929	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3
ASV_930	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3
ASV_931	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3
ASV_932	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3
ASV_933	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3
ASV_934	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3
ASV_935	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3
ASV_936	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3
ASV_937	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3
ASV_938	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3
ASV_939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3
ASV_941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3
ASV_942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3
ASV_943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3
ASV_944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3
ASV_945	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ASV_949	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ASV_950	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ASV_951	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ASV_953	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ASV_957	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
ASV_958	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
ASV_959	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
ASV_960	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
ASV_961	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
ASV_962	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
ASV_963	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
ASV_964	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
ASV_965	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
ASV_966	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2
ASV_968	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2
ASV_969	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2
ASV_970	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2
ASV_975	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
ASV_976	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
ASV_977	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
ASV_978	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
ASV_979	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
ASV_980	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2
ASV_981	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2
ASV_983	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2
ASV_984	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2
ASV_985	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2
ASV_987	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2
ASV_988	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
ASV_989	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
ASV_990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2
ASV_991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2
ASV_992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2
ASV_993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2
